"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CZI3FIBA","journalArticle",2012,"Nwosa, PI; Oseni, IO",", Monetary Policy, Exchange Rate and Inflation Rate in Nigeria: A Co-integration and Multivariate Vector Error Correction Model Approach","Research Journal of Finance and Accounting",NA,NA,NA,"https://www.academia.edu/download/13142866/11.Monetary_Policy__Exchange_Rate_and_Inflation_Rate_in_Nigeria.pdf","… This study examined the nexus among monetary policy, exchange rate and inflation rate in … the impact of individual effect of monetary policy on exchange rate and inflation rate, however …","2012",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MM8USPWL","book",2017,"Girardin, E; Lunven, S; Ma, G","China's evolving monetary policy rule: from inflation-accommodating to anti-inflation policy",NA,NA,NA,NA,"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2980353","… of China’s monetary policy rule since the mid-1990s, focusing on the role of inflation. It … the structural economic transformation of China and its evolving monetary policy framework. …","2017",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,"papers.ssrn.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6KI8GLCK","journalArticle",2007,"Coenen, G","Inflation persistence and robust monetary policy design","Journal of Economic Dynamics and Control",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S016518890500223X","… for inflation may have altered, this paper investigates the performance of simple monetary policy rules when the monetary policy-… characterising the inflation process. The degree of …","2007",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZNC6F3T","book",1984,"Mishkin, FS","The causes of inflation",NA,NA,NA,NA,"https://www.nber.org/papers/w1453","… because we also need to understand why inflationary monetary policy occurs1 This paper … causes inflation because we also need to understand why inflationary monetary policy occurs. …","1984",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,"nber.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77RAWNKC","journalArticle",2019,"Ciro, JC Galvis; Zapata, JC Anzoátegui","Effects of monetary policy announcements and credibility on inflation expectations: Evidence for Colombia","Apuntes del CENES",NA,NA,NA,"http://www.scielo.org.co/scielo.php?pid=S0120-30532019000100073&script=sci_abstract&tlng=en","… on the effects of central bank announcements on inflation … on breakeven inflation rates, given the monetary policy credibility … We find that inflation expectations respond to policy state…","2019",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PN45XEJX","journalArticle",2011,"Reschreiter, A","The effects of the monetary policy regime shift to inflation targeting on the real interest rate in the United Kingdom","Economic Modelling",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0264999310000714","… inflation regime. This paper studies the effects of the British monetary policy regime shift to inflation … British monetary policy was determined by the exchange-rate peg of the European …","2011",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HE4ZFGF7","journalArticle",2010,"Moura, ML; Carvalho, A de","What can Taylor rules say about monetary policy in Latin America?","Journal of Macroeconomics",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0164070409000263","… asymmetry in the industrial production growth rate coefficient. … monetary policy responsiveness, we will look carefully at long-run interest rate responses to inflation, industrial production …","2010",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEQJSWYP","journalArticle",1995,"Roley, VV; Sellon, GH","Monetary policy actions and long-term interest rates","Federal Reserve Bank of Kansas City …",NA,NA,NA,"http://kgaddas.free.fr/Finance/CFA/R1%20-%20Monetary%20Policy%20Actions%20and%20Long-Term%20Interest%20Rates.pdf","… for price stability and economic activity, and is adjusted when … economic activity and higher inflation the Federal Reserve … rate, to affect economic activity, monetary policy must also be …","1995",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYVQLA54","journalArticle",2004,"Schneider, M","The impact of oil price changes on growth and inflation","Monetary Policy & the Economy",NA,NA,NA,"https://www.oenb.at/dam/jcr:db783f84-1942-48d3-bfeb-02bff0d3a525/mop_20042_the_impact_tcm16-19678.pdf","… on effects (and reactions) of monetary policy varies greatly. Some authors describe a strongly restrictive impact of monetary policy and weak to nonexistent direct effects. … Effects on GDP …","2004",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"URWLAIAT","journalArticle",1998,"Parkin, M","Unemployment, inflation, and monetary policy","The Canadian Journal of Economics/Revue …",NA,NA,NA,"https://www.jstor.org/stable/136457","… rate are so long that targeting inflation directly is not practical. Some … inflation and unemployment can be influenced by the credibility of the commitment of monetary policy to its …","1998",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4IXLJM3H","book",1997,"Debelle, G","Inflation targeting in practice",NA,NA,NA,NA,"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=882276","… the final objective of monetary policy (the inflation rate), rather … the instrument of monetary policy and the inflation rate than … effect of monetary policy on inflation. Those countries where …","1997",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,"papers.ssrn.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JP6WZQLE","journalArticle",2019,"Zhemkov, MI","Regional effects of inflation targeting in Russia: Factors of heterogeneity and structural inflation rates","Voprosy Ekonomiki",NA,NA,NA,"https://www.vopreco.ru/jour/article/view/2398?locale=en_US","… -Russian inflation, which can lead to different effects of monetary policy in Russian regions. In this paper, we analyze regional heterogeneity of inflation and factors of inflation deviations …","2019",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4UNI5HBB","journalArticle",2015,"Aguir, A","Efficiency of monetary policy under inflation targeting","Economics Bulletin",NA,NA,NA,"https://hal.science/hal-03791251/","… We will try in what follows to judge the performance of the inflation targeting policy based on the effect of macroeconomic stability and in particular the environment of monetary policy. …","2015",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PNMEEKIQ","book",2007,"Altavilla, C; Ciccarelli, M","Inflation forecasts, monetary policy and unemployment dynamics: Evidence from the US and the Euro Area",NA,NA,NA,NA,"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=959221","… inflation forecasts on the effects of monetary policy on real activity under different monetary policy … ), our experiment contributes to quantifying the effects of particular shocks under model …","2007",2023-02-13 13:33:05,2023-02-13 13:33:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,"papers.ssrn.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LZFGD4NC","journalArticle",2016,"Elahi, N; Salimi, F; Masoomzadeh, E","Investigating asymmetric effects of monetary shocks on the exchange rate and trade balance, with an emphasis on inflation targeting","Procedia Economics and Finance",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S2212567116300284","… objective of monetary policy. Although … monetary policy are trying to indirectly affect inflation by targeting exchange rate or considering inflation as just one of the goals of monetary policy…","2016",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4L4C6BRF","journalArticle",2015,"Creel, J; Hubert, P","Has inflation targeting changed the conduct of monetary policy?","Macroeconomic Dynamics",NA,NA,NA,"https://www.cambridge.org/core/journals/macroeconomic-dynamics/article/has-inflation-targeting-changed-the-conduct-of-monetary-policy/9CC0798D0E9EDB282B2FCB8D0D216A69","… The first step of our analysis is to assess whether the conduct of monetary policy has changed during the period considered. We characterize the monetary policy responses to inflation …","2015",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4GZFMQVN","book",2001,"Mishkin, FS; Schmidt-Hebbel, K","One decade of inflation targeting in the world: what do we know and what do we need to know?",NA,NA,NA,NA,"https://www.nber.org/papers/w8397","… targeting design features and the conduct of monetary policy during transition to low inflation are tackled next. The paper ends by focusing on unresolved issues on design and …","2001",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,"nber.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87UNF5BJ","journalArticle",2003,"Lippi, F","Strategic monetary policy with non-atomistic wage setters","The Review of Economic Studies",NA,NA,NA,"https://academic.oup.com/restud/article-abstract/70/4/909/1523463","… Monetary policy analyses usually assume an atomistic private … that this qualifies previous results on the effects and desirability of a … effect on structural employment, while no such effect …","2003",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X8DRD239","journalArticle",2022,"Picault, M; Pinter, J; Renault, T","Media sentiment on monetary policy: Determinants and relevance for inflation expectations","Journal of International Money and Finance",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0261560622000298","… monetary policy. When, in a second stage, we investigate the determinants of our index, we find that monetary policy … linear effect: hawkish communications on monetary policy decrease …","2022",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"U7WVSJL2","journalArticle",2018,"Powell, JH","Monetary policy and risk management at a time of low inflation and low unemployment","Business Economics",NA,NA,"10.1057/s11369-018-0099-8","https://link.springer.com/article/10.1057/s11369-018-0099-8","… It is more likely that many factors, including better conduct of monetary policy over the past few decades, have greatly reduced, but not eliminated, the effects that tight labor markets …","2018",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4Q22A2CM","journalArticle",2012,"Onyeiwu, C","Monetary policy and economic growth of Nigeria","Journal of Economics and Sustainable development",NA,NA,NA,"https://www.academia.edu/download/29440862/Policy-and-Economic-Growth-of-Nigeria.pdf","… that money has indirect effect on other economic variables by … The position of Keynes is that unemployment arises from … empirical results on the effects of monetary policy on the Nigerian …","2012",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KVCKJ497","journalArticle",2013,"Montes, GC","Credibility and monetary transmission channels under inflation targeting: an econometric analysis from a developing country","Economic modelling",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0264999312003100","… laboratory experiment in which the effects of an adoption of inflation targeting after more than a … the effects of inflation targeting credibility on the conduct of monetary policy through …","2013",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LWG9VN6M","journalArticle",2009,"Walsh, CE","Inflation Targeting: What Have We Learned?*","International Finance",NA,NA,"10.1111/j.1468-2362.2009.01236.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-2362.2009.01236.x","… In this article, I discuss the empirical evidence on the effects of inflation targeting and some of the lessons for monetary policy that can be drawn from the experiences of inflation …","2009",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8CFXBD9B","journalArticle",2008,"Bernanke, B","Outstanding issues in the analysis of inflation","… Inflation and the Implications for Monetary Policy",NA,NA,NA,"http://www.library.fa.ru/files/Samuelson1.pdf#page=462","… I have only mentioned a few of the issues raised by commodity price behavior for inflation and monetary policy. Here are a few other questions that researchers could usefully address: …","2008",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5TMGULVD","journalArticle",2010,"Goodhart, C; Osorio, C; Tsomocos, D","The optimal monetary policy instrument, inflation versus asset price targeting, and financial stability","Twenty Years of Inflation …",NA,NA,NA,"https://www.banrep.gov.co/sites/default/files/eventos/archivos/goodhart_0.pdf","… Increased default in the US mortgage market Contagion to securitized products and credit markets Interbank markets fail to act as a conduit for monetary policy … real and nominal effects …","2010",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PJXGPER3","journalArticle",2012,"Blinder, AS","Revisiting monetary policy in a low-inflation and low-utilization environment","Journal of Money, Credit and Banking",NA,NA,NA,"https://www.jstor.org/stable/41336781","… was worried mainly about inflationary instability. If the central … raising inflation further - and we are off to the inflationary races. … and reduce inflation further. We are off, instead, to the ¿//¿…","2012",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUHZCRLN","journalArticle",2005,"Gamber, EN; Hakes, DR","Is monetary policy important for forecasting real growth and inflation?","Journal of Policy Modeling",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0161893805000049","… that if monetary policy is important in explaining movements in output and inflation then it … To measure this effect we set the monetary policy forecast error to zero and use the estimated …","2005",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J93GZ2UY","journalArticle",2001,"Mishkin, FS","Issues in inflation targeting","… stability and the long-run target for monetary policy",NA,NA,NA,"https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=adbfaa74ce52645248cfe72f4313ec79efdc47a4","… frequent misses of the inflation target, even when monetary policy is being conducted … inflation target should be the primary issue when setting monetary policy instruments. …","2001",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2MA62TL4","book",2002,"Neumann, MJM; Hagen, J Von","Does inflation targeting matter?",NA,NA,NA,NA,"https://www.econstor.eu/handle/10419/39465","… We then present an event study of monetary policy comparing inflation and interest rate … useful framework for communicating a monetary policy strategy aiming at low inflation rates. …","2002",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,"econstor.eu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B5P6ZD9N","journalArticle",1996,"Jensen, GR; Mercer, JM; Johnson, RR","Business conditions, monetary policy, and expected security returns","Journal of Financial Economics",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/0304405X96895377","We examine the evidence that expected security returns can be forecasted by the term premium, default premium, and dividend yield, in light of recent findings that similar security return …","1996",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9AACBW64","journalArticle",1997,"Chari, VV","Comment on'Inflation Forecasts and Monetary Policy.'(response to article in this issue, p. 653)(Dynamic Effects of Monetary Policy)","Journal of Money, Credit &Banking",NA,NA,NA,"https://go.gale.com/ps/i.do?id=GALE%7CA20111277&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00222879&p=AONE&sw=w","… This paper addresses an important question regarding the conduct of monetary policy. How should central banks use private forecasts of such target variables as inflation in setting …","1997",2023-02-13 13:33:06,2023-02-13 13:33:06,NA,NA,NA,"Query date: 2023-02-09 12:33:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
