"label","key","item type","publication year","author","title","publication title","isbn","issn","doi","url","abstract note","date","date added","date modified","access date","pages","num pages","issue","volume","number of volumes","journal abbreviation","short title","series","series number","series text","series title","publisher","place","language","rights","type","archive","archive location","library catalog","call number","extra","notes","file attachments","link attachments","manual tags","automatic tags","editor","series editor","translator","contributor","attorney agent","book author","cast member","commenter","composer","cosponsor","counsel","interviewer","producer","recipient","reviewed author","scriptwriter","words by","guest","number","edition","running time","scale","medium","artwork size","filing date","application number","assignee","issuing authority","country","meeting name","conference name","court","references","reporter","legal status","priority numbers","programming language","version","system","code","code number","section","session","committee","history","legislative body","matches"
"ref_06260","Z6PVW54Q","journalArticle",2018,"Garcia-Uribe, Sandra","The effects of tax changes on economic activity: a narrative approach to frequent anticipations",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1731768&site=ehost-live","This paper studies the effects of anticipations of tax changes in the USA through the release of tax news in the media. I construct a new measure that captures the anticipation of tax bill approvals by exploiting the content of news in the US television. Since this information typically flows faster than standard measures of GDP, I propose a mixed frequency dynamic factor model to estimate both the economic activity latent factor and the effects of anticipated tax shocks on it. I find that one month-ahead media anticipations of tax approvals significantly stimulate current economic activity. This stimulation comes from anticipations of tax cuts.","2018",2023-02-13 13:38:32,2023-02-13 13:38:32,NA,"56-pages",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,"Growth; Economic History: Macroeconomics and Monetary Economics; Fluctuations: U.S.; Industrial Structure; Fiscal Policy E62; Canada: 1913- N12; Taxation, Subsidies, and Revenue: General H20; Information, Knowledge, and Uncertainty: General D80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5903
"ref_01360","5ZXDZXFB","journalArticle",2022,"Cunliffe, Jon","Monetary and Financial Stability and the Invasion of Ukraine","Economic and Financial Review",NA,"13513621",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1995087&site=ehost-live","Monetary and financial stability, which are a central bank's twin objectives, are sometimes buffeted violently by exogenous events such as a pandemic or the Russian invasion of Ukraine. This paper considers the monetary policy implications of imported inflation, or a war such as that inflicted on Ukraine and the consequent economic sanctions. It argues, given the scale of the energy price increase and the lags in monetary policy, there is little that monetary policy can do to offset the externally-generated pressures on prices and, hence, the very high inflation numbers that are likely to emerge over the coming quarters. The paper concludes the public can have confidence that the central bank will use its tools as these shocks pass through the economy and through the financial system to deliver the objectives of monetary and financial stability.","2022",2023-02-13 13:35:07,2023-02-13 13:35:07,NA,"3-18",NA,"1","29",NA,"Economic and Financial Review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Deflation E31; Monetary Policy E52; Price Level; Central Banks and Their Policies E58; Inflation P24; Money; Socialist and Transitional Economies: National Income, Product, and Expenditure; Alliances; Conflict; Conflict Resolution; Revolutions D74; Socialist and Transitional Economies: Property Rights P26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289
"ref_09595","VYE2CU4S","journalArticle",1998,"Viñals, José","Monetary Policy and Inflation: From Theory to Practice","CEPR Discussion Papers",NA,NA,NA,"https://ideas.repec.org//p/cpr/ceprdp/1821.html","This paper addresses a number of questions which are essential to a proper understanding of the causes and effects of the inflationary process and to an assessment of the contribution of monetary policy to the achievement of long-term price stability. These questions are: (1) what are the economic costs of inflation? (2) what part does monetary policy play in the short- and medium-term evolution of inflation? (3) what are the most appropriate monetary policy strategies for fighting inflation?","1998-03",2023-03-16 15:44:02,2023-03-16 15:44:02,1678314394,NA,NA,NA,NA,NA,NA,"Monetary Policy and Inflation",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"ideas.repec.org",NA,NA,NA,NA,NA,"Monetary Policy; Inflation; strategy; costs of inflation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9131
"ref_04813","HUHB3CF4","journalArticle",2017,"Anene, Dominic; D'Amico, Stefania","A Tale of Four Tails: Inflation, the Policy Rate, Longer-Term Rates, and Stock Prices",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1692539&site=ehost-live","We analyze empirical links between the perceived tail-risk of inflation, the policy rate, longer-term interest rates, and equity prices in the U.S. Their simultaneous changes enable us to distinguish between a systematic and ""exogenous"" response to monetary-policy news. And, those tail risks' co-movements are accounted for in quantifying the magnitude and persistence of their responses to key shocks. We find that: (i) in the medium-term, all four tail risks respond significantly and contemporaneously to domestic and foreign monetary-policy announcements, except for the equity tail risk to foreign policy; (ii) all four tail risks rarely change in response to other U.S. macroeconomic news; (iii) the directional pattern of their simultaneous reactions to policy announcements is often consistent with the systematic response to new information about the economic outlook rather than with the response to an exogenous shock; (iv) the few notable instances of the latter response are always in reaction to Fed announcements; and, (v) our impulse responses demonstrate that odds of extreme inflation outcomes and extreme policy-rate outcomes are tightly linked, and that both determine tail outcomes for longer-term interest rates but not for stock prices.","2017",2023-02-13 13:37:30,2023-02-13 13:37:30,NA,"42-pages",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,"Monetary Policy E52; Diffusion Processes; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Multiple or Simultaneous Equation Models: Time-Series Models; State Space Models C32; Central Banks and Their Policies E58; Asset Pricing; Bond Interest Rates G12; Trading Volume; Event Studies; Information and Market Efficiency; Insider Trading G14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4604
"ref_04859","9I3HMI8L","journalArticle",2014,"Van Hoang","The role of monetary policy in the New Keynesian Model: Evidence from Vietnam",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1440477&site=ehost-live","This paper reproduces a version of the New Keynesian model developed by Ireland (2004) and then uses the Vietnamese data from January 1995 to December 2012 to estimate the model's parameters. The empirical results show that before August 2000 when the Taylor rule was adopted more firmly, the monetary policy shock made considerable contributions to the fluctuations in key macroeconomic variables such as the short-term nominal interest rate, the output gap, inflation, and especially output growth. By contrast, the loose adoption of the Taylor rule in the period of post-August 2000 leads to a fact that the contributions of the monetary policy shock to the variations in such key macroeconomic variables become less substantial. Thus, one policy implication is that adopting firmly the Taylor rule could strengthen the role of the monetary policy in driving movements in the key macroeconomic variables, for instance, enhancing economic growth and stabilizing inflation.","2014",2023-02-13 13:37:32,2023-02-13 13:37:32,NA,"pages",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,"Business Fluctuations; Cycles E32; General Aggregative Models: Keynes; Keynesian; Post-Keynesian E12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4643
"ref_10223","N9QUCE6B","journalArticle",NA,"Svensson, Lars E O","Oil Prices and ECB Monetary Policy",NA,NA,NA,NA,NA,"The ECB and the Eurosystem should take past, present, and predicted future oil-price movements into account in its monetary policy depending on how these movements aﬀect the inﬂation and output-gap forecasts that should guide monetary policy. Oil price movements have complex eﬀects on these forecasts, so the impact of oil price movements on policy is complex. Hence, an evaluation of whether the ECB has responded appropriately to past oil-price movements is a somewhat demanding exercise.",NA,2023-03-16 15:45:57,2023-03-16 15:45:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"Zotero",NA,NA,NA,NA,"https://larseosvensson.se/files/papers/ep501.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9738
"ref_03032","6XWJPXL8","journalArticle",2006,"Berument, Hakan; Ceylan, Nildag Basak; Yucel, Eray M.","The Differential Sectoral Effects of Policy Shocks: Evidence from Turkey","Yapi Kredi Economic Review",NA,"10191232",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0919908&site=ehost-live","This study is an assessment of the different ways in which various shocks affect the industrial sectors of an economy. Specifically, we examine how production in various industrial sectors are affected by interest rates, as well as exchange rates, money aggregates, aggregated industrial production, and overall price level innovations in the Turkish economy. Our analysis reveals that positive money aggregates and interest rate innovations generate their effects with the expected positive and negative signs, respectively, wherever they are statistically significant. However, the nominal exchange rate has significant effects in more cases than money and interest rates have, most of which are negative. Overall industrial production has significantly positive but short-lived effects on individual sectors, while the positive self-responses of the sectors last for an average of five months. An increase in the general price level has significantly positive effects on sectoral industrial production indices in one-third of the examined cases.","2006-12",2023-02-13 13:36:15,2023-02-13 13:36:15,NA,"75-100",NA,"2","17",NA,"Yapi Kredi Economic Review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Deflation E31; Foreign Exchange F31; Interest Rates: Determination, Term Structure, and Effects E43; Macroeconomics: Production E23; Monetary Policy E52; Price Level; Macroeconomic Analyses of Economic Development O11; Industrial Organization and Macroeconomics: Industrial Structure and Structural Change; Industrial Price Indices L16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2928
"ref_10695","VE5FTFS7","journalArticle",2009,"Gavin, William T.; Kemme, David M.","Using extraneous information to analyze monetary policy in transition economies","Journal of International Money and Finance",NA,"0261-5606","10.1016/j.jimonfin.2008.09.005","https://www.sciencedirect.com/science/article/pii/S0261560608001435","Empirical macroeconomics is plagued by small sample size and large idiosyncratic variation. This problem is especially severe in the case of the transition economies. We utilize a mixed-estimation method incorporating prior information from OECD country data to estimate the parameters of a reduced-form transition economy model. An exactly identified structural VAR model is constructed to analyze monetary policy in the transition economies. The OECD information increases the precision of the impulse response functions in the transition economies. The method provides a systematic way to analyze monetary policy in the transition economies where data availability is limited.","2009-09-01",2023-03-16 15:47:59,2023-03-16 15:47:59,1678461920,"868-879",NA,"5","28",NA,"Journal of International Money and Finance",NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"ScienceDirect",NA,NA,NA,NA,NA,"Structural VAR; Mixed estimation; Monetary transmission mechanisms; Transition economy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10182
"ref_09999","4Z4NIU97","journalArticle",2007,"Ferreira de Mendonça, Helder; Simão Filho, José","Economic transparency and effectiveness of monetary policy","Journal of Economic Studies",NA,"0144-3585","10.1108/01443580710830961","https://doi.org/10.1108/01443580710830961","Purpose – The purpose of this paper is to study if the central bank (BC) communications affect the effectiveness of the monetary policy. Design/methodology/approach – For this analysis, a new Keynesian theoretical model and the ordinary least squared methodology were used. The objective to be achieved was to determine if there is some effect of economic transparency on accountability, inflation average, output gap, interest and central bank credibility. Findings – The results highlighted that central banks with greater transparency contribute to decrease inflation rate and interest rate. The findings denote that an increase in the information quality (clarity) implies a significant change in the rate of readjustment of market expectations. Furthermore, central bank transparency contributes to anchor the public expectations and to affect long‐run interest rates. Research limitations/implications – Impulse‐answer research was employed to show how the central bank transparency affects the credibility of monetary authorities. Practical implications – This paper suggests that the central bank publicizes its outlook, its policy monetary decisions, its expectations and its preferences. Originality/value – The originality of the paper resides in the fact that empirical and theoretical studies were made in the single work. Also, new results were found denoting that economic transparency reduces uncertainty effect and increases the power of incentive contract made between the BC and public.","2007-01-01",2023-03-16 15:45:14,2023-03-16 15:45:14,1678378390,"497-514",NA,"6","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emerald Insight",NA,NA,NA,NA,NA,"Interest rates; Monetary policy; Inflation; Economic performance; Generation and dissemination of information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9523
"ref_04168","FASUFNB5","journalArticle",2016,"Dias, Daniel A.; Duarte, Joao B.","The Effect of Monetary Policy on Housing Tenure Choice as an Explanation for the Price Puzzle","Available at SSRN 2803865",NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1586867&site=ehost-live","In this paper we provide an alternative explanation for the price puzzle (Sims 1992) based on the effect of monetary policy on housing tenure choice and the weight of the shelter component in overall CPI. In the presence of nominal or financial frictions, when interest rates increase, the real cost of owning a house increases, and this increase may make some people prefer to rent instead of buying. This change in consumption behavior increases the price of rents relative to other goods. Starting in 1983, homeownership costs are based on a measure of implied owner equivalent rent, which is calculated using observed house rents. This change implies that, directly and indirectly, prices in the rental market almost entirely command the shelter component of CPI, which weighs around 30% in the overall index. When we take these two pieces into account and use CPI net of shelter services as a measure of inflation, we obtain impulse responses of prices to a monetary contraction shock more in line with what is predicted by theory. In addition, our results also suggest that inflation is much less persistent than what is implied by analyses using a measure of inflation that includes shelter services. Our results pass a long list of robustness check exercises and compare well against other explanations of the price puzzle.","2016",2023-02-13 13:37:04,2023-02-13 13:37:04,NA,"27-pages",NA,"Query date: 2023-02-09 16:27:49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Deflation E31; Interest Rates: Determination, Term Structure, and Effects E43; Price Level; Urban, Rural, Regional, Real Estate, and Transportation Economics: Housing Demand R21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4011
"ref_11540","JYACB3KU","conferencePaper",2011,"De Matos Silvestre, Martinho; De Almeida Serra, António Manuel","Impacts of Monetary Policy on Prices in a Country without Own Currency","Advances in Applied Economics, Business and Development","978-3-642-23020-2",NA,"10.1007/978-3-642-23020-2_75",NA,"This paper estimates a model for Consumer Price Index (CPI) of East Timor using monthly data from 2003 to 2010. The approach followed in the formulation of the econometric model is based on the Quantity Theory of Money and uses stationarity and cointegration tests. The policy implications of the paper are the following: the control of inflation requires the Public Expenditure to be bounded; some Public Expenditure should be used for formation of Human Capital and Fixed Capital; there is evidence supporting the Quantity Theory of Money in East Timor.","2011",2023-03-16 15:50:04,2023-03-16 15:50:04,NA,"508-517",NA,NA,NA,NA,NA,NA,"Communications in Computer and Information Science",NA,NA,NA,"Springer","Berlin, Heidelberg","en",NA,NA,NA,NA,"Springer Link",NA,NA,NA,NA,NA,"Inflation; Cointegration; Consumer Price Index; Budgetary Policy; Quantity Theory of Money; Stationarity",NA,"Zhou, Qingyuan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10995
"ref_10501","GPXTY3Q3","journalArticle",2022,"Bielecki, Marcin; Brzoza-Brzezina, Michał; Kolasa, Marcin","Intergenerational Redistributive Effects of Monetary Policy","Journal of the European Economic Association",NA,"1542-4766","10.1093/jeea/jvab032","https://doi.org/10.1093/jeea/jvab032","This paper investigates the distributional consequences of monetary policy across generations. We use a life-cycle model with a rich asset structure as well as nominal and real rigidities, calibrated to the euro area using both macroeconomic aggregates and microeconomic evidence from the Household Finance and Consumption Survey. Life-cycle considerations allow to demonstrate the key role of maturing assets (in contrast to balance sheet holdings) for properly assessing the redistributive effects of monetary policy. The redistribution is mainly driven by nominal assets and labor income, less by real financial assets and housing. Overall, we find that a typical monetary policy easing redistributes welfare from older to younger generations, and decreases net worth inequality associated with life-cycle motives.","2022-04-01",2023-03-16 15:47:21,2023-03-16 15:47:21,1678449710,"549-580",NA,"2","20",NA,"Journal of the European Economic Association",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silverchair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000
"ref_10835","MZPAF7YF","webpage",2001,"Macklem, Tiff; Osakwe, Patrick; Pioro, Hope; Schembri, Lawrence","Economic Consequences of Alternative Exchange Rate and Monetary Policy Regimes in Canada","Revisiting the Case for Flexible Exchange Rates",NA,NA,NA,"http://www.gtap.agecon.purdue.edu/resources/res_display.asp?RecordID=1852","This paper uses a stochastic Dynamic General Equilibrium Model to analyze the economic and welfare consequences for Canada of two alternative exchange rate and monetary policy rules: a flexible exchange rate regime with a price-level target and a permanently fixed exchange rate regime, which might occur with the formation of a North American monetary union. The model is calibrated to Canadian data and then simulated to determine the impact of term-of-trade shocks on key macroeconomic variables under the two regimes. The main finding of the paper is that employment, output, and consumption are much more volatile under a fixed exchange rate. Because agents are risk-averse, this volatility has significant welfare costs. The study also shows that transactions costs would have to be implausibly high and agents almost risk neutral for the welfare advantage of a flexible exchange rate to disappear.","2001",2023-03-16 15:48:14,2023-03-16 15:48:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10322
"ref_09582","DGIKDQKK","webpage",2007,"Mishkin, Frederic S.; Schmidt-Hebbel, Klaus","Monetary policy under inflation targeting","Repositorio Digital Banco Central",NA,NA,NA,"http://repositoriodigital.bcentral.cl/xmlui/handle/20.500.12580/1644","Inflation targeting cum exchange-rate floating has become the framework of choice in countries pursuing an independent and effective monetary policy. Since its adoption by New Zealand (1990) and Chile (1991), central banks of nearly 25 industrial and emerging economies have implemented an explicit inflation target as their nominal anchor. Many more emerging economies are planning to adopt inflation targeting in coming years. The theory and practice of monetary policy under inflation targeting have evolved hand-in­-hand, benefiting mutually. This volume presents 14 papers that add substantially to the body of theoretical findings, empirical research, and policy lessons on the conduct of monetary policy under inflation targeting. New theoretical work focuses on the optimality of inflation targeting under different fiscal policies and varying degrees of price stickiness, and considering the zero-bound problem. Other analytical research addresses improvements in central bank communication required to raise monetary policy efficiency and analyzes the optimal degree of monetary policy transparency and communication. New findings are provided on the choice between inflation and price-level targeting. This book also presents a large body of new empirical evidence on the role of the exchange rate, pre-conditions at the start of the regime, gains in macro performance and monetary policy efficiency, and anchoring of inflation expectations in inflation-targeting countries, in comparison to non-targeting countries. The transition from partial to full-fledged inflation targeting in Chile receives particular attention, reporting changes in monetary policy rules and in inflation determinants and dynamics.","2007",2023-03-16 15:44:01,2023-03-16 15:44:01,1678314262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eng",NA,"Libro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9118
"ref_09404","5NA859G3","journalArticle",2014,"Jawadi, Fredj; Mallick, Sushanta Kumar; Sousa, Ricardo Magalhães","Nonlinear monetary policy reaction functions in large emerging economies: the case of Brazil and China","Applied Economics",NA,"0003-6846","10.1080/00036846.2013.851774","https://doi.org/10.1080/00036846.2013.851774","This article estimates monetary policy rules for two key emerging market economies: Brazil and China. It analyses whether the monetary authority reacts to changes in economic activity, financial markets, monetary conditions, the foreign exchange market and the commodity price. We assess the importance of nonlinearity using a smooth transition regression (STR) model. Using quarterly data over the time period 1990:1 to 2008:4, we find that considerations about the output gap and the real effective exchange rate (in the case of Brazil), and the inflation rate (for China) explain the nonlinear adjustment of the central bank rate. Moreover, the results suggest that central banks pursue a target range for the threshold variable rather than a specific point target. In the case of China, the McCallum rule shows that the GDP growth, the interest rate and the commodity price drive the response of the growth rate of the relevant monetary aggregate.","2014-03-24",2023-03-16 15:43:32,2023-03-16 15:43:32,1678311251,"973-984",NA,"9","46",NA,NA,"Nonlinear monetary policy reaction functions in large emerging economies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taylor and Francis+NEJM",NA,NA,NA,NA,NA,"E52; monetary policy; emerging markets; nonlinearity; C22; smooth transition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8946
"ref_07408","IFX43H7I","journalArticle",1997,"Marotta, Giuseppe","Does trade credit redistribution thwart monetary policy? Evidence from Italy","Applied Economics",NA,"0003-6846","10.1080/00036849700000038","https://doi.org/10.1080/00036849700000038","Italy is an ideal candidate for testing the credit view of the transmission mechanism because of a bank-centred financial structure, a sizeable trade debt, and an economy titled towards small firms. An empirical analysis of trade credit and debt on averaged panel data shows that small firms act as financially constrained and cycle-sensitive, whereas large ones aim at smoothing sales, adopt an integrated management of inventories and receivables and have a higher trade debt to purchases elasticity. On balance, the net trade credit channel does not, as implied by the credit view, shield small firms from a monetary squeeze.","1997-12-01",2023-03-16 15:35:19,2023-03-16 15:35:19,1677456000,"1619-1629",NA,"12","29",NA,NA,"Does trade credit redistribution thwart monetary policy?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taylor and Francis+NEJM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7001
"ref_00792","AJFFBCBX","journalArticle",2016,"Said, Fathin Faizah; Karim, Zulkefly Abdul","Are Structural Parameters Stable in Malaysia? Pre- and Post-crisis Analysis","Jurnal Ekonomi Malaysia",NA,"01261962",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1671453&site=ehost-live","This research examines whether structural parameters of new Keynesian models are stable in Malaysia. We imposed the structural restrictions as in DSGE models suggested by Smets and Wouters (2003) and Wickens (2011). We then estimated whether the 2007 financial crisis changes structural parameters by using structural VAR estimation. Our parameters estimates are significant and correctly signed. This empirical finding has found that the structural parameters are not stable after the 2007 financial crisis, for employment, rate of return on loans, and policy rate. However, the effects are little on the real variables such as output, investment, consumption, and price level. In addition, an unexpected change of demand in the non-bank private sector has puzzled the rate of return on loans after the economic crisis compared with before the economic crisis. The monetary policy shocks have given a fluctuation effect on the rate of return on loans and employment after the economic crisis.","2016",2023-02-13 13:34:44,2023-02-13 13:34:44,NA,"197-214",NA,"2","50",NA,"Jurnal Ekonomi Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Monetary Policy E52; General Aggregative Models: Keynes; Keynesian; Post-Keynesian E12; Financial Markets and the Macroeconomy E44; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23; Corporate Finance and Governance O16; Economic Development: Financial Markets; Saving and Capital Investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778
"ref_03433","TKHWSJYT","journalArticle",2002,"Kutsoati, Edward","Debt-Contingent Inflation Contracts and Targets","Journal of Economic Dynamics and Control",NA,"01651889",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0600165&site=ehost-live","This paper analyzes fiscal and monetary policy interaction in a simple policy game with debt and output shocks. Seigniorage provides revenue for the government but results in an inflation-bias. We analyze three mechanisms designed to eliminate some or all of the biases in monetary policy: an inflation performance contract, inflation target (both contingent on the stock of debt), and a zero-inflation rule. The performance contract and inflation target result in higher interest rate, remove all biases in monetary policy and achieve the pre-commitment policy, hence they are equivalent. The first two solutions also yield a higher expected welfare than a zero-inflation policy.","2002-03",2023-02-13 13:36:32,2023-02-13 13:36:32,NA,"399-421",NA,"3","26",NA,"Journal of Economic Dynamics and Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Deflation E31; Monetary Policy E52; Price Level; Fiscal Policy E62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3314
