"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4L254F4X","journalArticle","1997","Cushman, David O.; Zha, Tao","Identifying monetary policy in a small open economy under flexible exchange rates","Journal of Monetary Economics","","","10.1016/s0304-3932(97)00029-9","","Abstract Previous empirical study on the effects of monetary policy shocks in small open economies has generated puzzling dynamic responses in various macroeconomic variables. This paper argues that these puzzles derive from an identification of monetary policy that is inappropriate for such economies. To remedy this, it is proposed that a structural model be estimated to explicitly account for the features of the small open economy. Such a model is applied to Canada with tightly estimated results overall. The dynamic responses to the identified monetary policy shock are consistent with standard theory and highlight the exchange rate as a transmission mechanism.","1997","2023-11-28 15:51:40","2023-11-28 15:51:40","","433-448","","3","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NXWCVWC","journalArticle","1989","Romer, Christina D.; Romer, David H.","Does Monetary Policy Matter? A New Test in the Spirit of Friedman and Schwartz","NBER Macroeconomics Annual","","","10.1086/654103","","This paper uses the historical record to isolate episodes in which there were large monetary disturbances not caused by output fluctuations. It then tests whether these monetary changes have important real effects. The central part of the paper is a study of postwar U.S. monetary history. We identify six episodes in which the Federal Reserve in effect decided to attempt to create a recession to reduce inflation. We find that a shift to anti-inflationary policy led, on average, to a rise in the unemployment rate of two percentage points, and that this effect is highly statistically significant and robust to a variety of changes in specification. We reach three other major conclusions. First, the real effects of these monetary disturbances are highly persistent. Second, the six shocks that we identify account for a considerable fraction of postwar economic fluctuations. And third, evidence from the interwar era also suggests that monetary disturbances have large real effects.","1989","2023-11-28 15:51:40","2023-11-28 15:51:40","","121-184","","NA","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4P43ZX3","journalArticle","2022","Giacomini, Raffaella; Kitagawa, Toru; Volpicella, Alessio","Uncertain identification","Quantitative Economics","","","10.3982/qe1671","","<jats:p>Uncertainty about the choice of identifying assumptions is common in causal studies, but is often ignored in empirical practice. This paper considers uncertainty over models that impose different identifying assumptions, which can lead to a mix of point‐ and set‐identified models. We propose performing inference in the presence of such uncertainty by generalizing Bayesian model averaging. The method considers multiple posteriors for the set‐identified models and combines them with a single posterior for models that are either point‐identified or that impose nondogmatic assumptions. The output is a set of posteriors (<jats:italic>post‐averaging ambiguous belief</jats:italic>), which can be summarized by reporting the set of posterior means and the associated credible region. We clarify when the prior model probabilities are updated and characterize the asymptotic behavior of the posterior model probabilities. The method provides a formal framework for conducting sensitivity analysis of empirical findings to the choice of identifying assumptions. For example, we find that in a standard monetary model one would need to attach a prior probability greater than 0.28 to the validity of the assumption that prices do not react contemporaneously to a monetary policy shock, in order to obtain a negative response of output to the shock.</jats:p>","2022","2023-11-28 15:51:40","2023-11-28 15:51:40","","95-123","","1","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6BRALHN8","journalArticle","1998","Bai, Jushan; Perron, Pierre","Estimating and testing linear models with multiple structural changes","Econometrica","","","10.2307/2998540","","This paper develops the statistical theory for testing and estimating multiple change points in regression models. The rate of convergence and limiting distribution for the estimated parameters are obtained. Several test statistics are proposed to determine the existence as well as the number of change points. A partial structural change model is considered. The authors study both fixed and shrinking magnitudes of shifts. In addition, the models allow for serially correlated disturbances (mixingales). An estimation strategy for which the location of the breaks need not be simultaneously determined is discussed. Instead, the authors' method successively estimates each break point.","1998","2023-11-28 15:51:40","2023-11-28 15:51:40","","47-78","","1","66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"US68MG6F","journalArticle","1963","Mundell, Robert A.","Capital Mobility and Stabilization Policy Under Fixed and Flexible Exchange Rates","Canadian Journal of Economics and Political Science","","","10.2307/139336","","The world is still a closed economy, but its regions and countries are becoming increasingly open. The trend, which has been manifested in both freer movement of goods and increased mobility of capital, has been stimulated by the dismantling of trade and exchange controls in Europe, the gradual erosion of the real burden of tariff protection, and the stability, unparalleled since 1914, of the exchange rates. The international economic climate has changed in the direction of financial integration and this has important implications for economic policy. My paper concerns the theoretical and practical implications of the increased mobility of capital. In order to present my conclusions in the simplest possible way, and to bring the implications for policy into sharpest relief, I assume the extreme degree of mobility that prevails when a country cannot maintain an interest rate different from the general level prevailing abroad. This assumption will overstate the case but it has the merit of posing a stereotype towards which international financial relations seem to be heading. At the same time it might be argued that the assumption is not far from the truth in those financial centres, of which Zurich, Amsterdam, and Brussels may be taken as examples, where the authorities already recognize their lessening ability to dominate money market conditions and insulate them from foreign influences. It should also have a high degree of relevance to a country like Canada whose financial markets are dominated to a great degree by the vast New York market.","1963","2023-11-28 15:51:41","2023-11-28 15:51:41","","475-485","","4","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEH54XKW","journalArticle","2002","Cochrane, John H.; Piazzesi, Monika","The Fed and Interest Rates - A High-Frequency Identification","American Economic Review","","","10.1257/000282802320189069","","We measure monetary policy shocks as changes in the Fed funds target rate that surprise bond markets in daily data. These shock series avoid the omitted variable, time-varying parameter, and orthogonalization problem of monthly VARs, and do not impose the expectations hypothesis. We find surprisingly large and persistent responses of bond yields to these shocks. 10 year rates rise as much as 8/10 of a percent to a one percent target shock. The usual view that monetary policy only temporarily raises long term rates and influences inflation would lead one to predict a negative long rate response.","2002","2023-11-28 15:51:41","2023-11-28 15:51:41","","90-95","","2","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9VBRHYP","journalArticle","2020","Fagereng, Andreas; Guiso, Luigi; Malacrino, Davide; Pistaferri, Luigi","Heterogeneity and Persistence in Returns to Wealth","Econometrica","","","10.3982/ecta14835","","We provide a systematic analysis of the properties of individual returns to wealth using twenty years of population data from Norway’s administrative tax records. We document a number of novel results. First, in a given cross-section, individuals earn markedly different returns on their assets, with a difference of 500 basis points between the 10th and the 90th percentile. Second, heterogeneity in returns does not arise merely from differences in the allocation of wealth between safe and risky assets: returns are heterogeneous even within asset classes. Third, returns are positively correlated with wealth. Fourth, returns have an individual permanent component that accounts for 60% of the explained variation. Fifth, for wealth below the 95th percentile, the individual permanent component accounts for the bulk of the correlation between returns and wealth; the correlation at the top reflects both compensation for risk and the correlation of wealth with the individual permanent component. Finally, the permanent component of the return to wealth is also (mildly) correlated across generations. We discuss the implications of these findings for several strands of the wealth inequality debate.","2020","2023-11-28 15:51:41","2023-11-28 15:51:41","","115-170","","1","88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHR6RG5E","journalArticle","2015","Baumeister, Christiane; Hamilton, James D.","Sign Restrictions, Structural Vector Autoregressions, and Useful Prior Information ∗","Econometrica","","","10.3982/ecta12356","","This paper makes the following original contributions to the literature. (i) We develop a simpler analytical characterization and numerical algorithm for Bayesian inference in structural vector autoregressions (VARs) that can be used for models that are overidentified, just-identified, or underidentified. (ii) We analyze the asymptotic properties of Bayesian inference and show that in the underidentified case, the asymptotic posterior distribution of contemporaneous coefficients in an n-variable VAR is confined to the set of values that orthogonalize the population variance–covariance matrix of ordinary least squares residuals, with the height of the posterior proportional to the height of the prior at any point within that set. For example, in a bivariate VAR for supply and demand identified solely by sign restrictions, if the population correlation between the VAR residuals is positive, then even if one has available an infinite sample of data, any inference about the demand elasticity is coming exclusively from the prior distribution. (iii) We provide analytical characterizations of the informative prior distributions for impulse-response functions that are implicit in the traditional sign-restriction approach to VARs, and we note, as a special case of result (ii), that the influence of these priors does not vanish asymptotically. (iv) We illustrate how Bayesian inference with informative priors can be both a strict generalization and an unambiguous improvement over frequentist inference in just-identified models. (v) We propose that researchers need to explicitly acknowledge and defend the role of prior beliefs in influencing structural conclusions and we illustrate how this could be done using a simple model of the U.S. labor market","2015","2023-11-28 15:51:41","2023-11-28 15:51:41","","1963-1999","","5","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALFVKXAQ","journalArticle","2011","D'Amico, Stefania; Farka, Mira","The Fed and the Stock Market: An Identification Based on Intraday Futures Data","Journal of Business & Economic Statistics","","","10.1198/jbes.2009.08019","","This article develops a new identification procedure to estimate the contemporaneous relation between monetary policy and the stock market within a vector autoregression (VAR) framework. The approach combines high-frequency data from the futures market with the VAR methodology to circumvent exclusion restrictions and achieve identification. Our analysis casts doubt on VAR models imposing a recursive structure between innovations in policy rates and stock returns. We find that a tightening in policy rates has a negative impact on stock prices and that the Federal Reserve (Fed) has responded significantly to movements in the stock market. Estimates are robust to various model specifications.","2011","2023-11-28 15:51:41","2023-11-28 15:51:41","","126-137","","1","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHMFI862","journalArticle","2002","Stock, James H.; Watson, Mark W.","Has the Business Cycle Changed and Why","NBER Macroeconomics Annual","","","10.1086/ma.17.3585284","","From 1960 to 1983, the standard deviation of annual growth rates in real GDP in the United States was 2.7%. From 1984 to 2001, the corresponding standard deviation was 1.6%. This paper investigates this large drop in the cyclical volatility of real economic activity. The paper has two objectives. The first is to provide a comprehensive characterization of the decline in volatility using a large number of U.S. economic time series and a variety of methods designed to describe time-varying time-series processes. In so doing, the paper reviews the literature on the moderation and attempts to resolve some of its disagreements and discrepancies. The second objective is to provide new evidence on the quantitative importance of various explanations for this ""great moderation."" Taken together, we estimate that the moderation in volatility is attributable to a combination of improved policy (20-30%), identifiable good luck in the form of productivity and commodity price shocks (20-30%), and other unknown forms of ...","2002","2023-11-28 15:51:41","2023-11-28 15:51:41","","159-230","","1","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8P5K5FU","journalArticle","2005","Cogley, Timothy; Sargent, Thomas J.","Drifts and volatilities: monetary policies and outcomes in the post WWII US","Review of Economic Dynamics","","","10.1016/j.red.2004.10.009","","For a VAR with drifting coefficients and stochastic volatilities, we present posterior densities for several objects that are pertinent for designing and evaluating monetary policy. These include measures of inflation persistence, the natural rate of unemployment, a core rate of inflation, and ‘activism coefficients’ for monetary policy rules. Our posteriors imply substantial variation of all of these objects for post WWII US data. After adjusting for changes in volatility, persistence of inflation increases during the 1970s, then falls in the 1980s and 1990s. Innovation variances change systematically, being substantially larger in the late 1970s than during other times. Measures of uncertainty about core inflation and the degree of persistence covary positively. We use our posterior distributions to evaluate the power of several tests that have been used to test the null hypothesis of time-invariance of autoregressive coefficients of VARs against the alternative of time-varying coefficients. Except for one, we find that those tests have low power against the form of time variation captured by our model.","2005","2023-11-28 15:51:41","2023-11-28 15:51:41","","262-302","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQ5J5NIY","journalArticle","2020","Andersen, Steffen; Campbell, John Y.; Nielsen, Kasper Meisner; Ramadorai, Tarun","Sources of Inaction in Household Finance: Evidence from the Danish Mortgage Market","American Economic Review","","","10.1257/aer.20180865","","We build an empirical model to attribute delays in mortgage refinancing to psychological costs inhibiting refinancing until incentives are sufficiently strong; and behavior, potentially attributable to information-gathering costs, lowering the probability of household refinancing per unit time at any incentive. We estimate the model on administrative panel data from Denmark, where mortgage refinancing without cash-out is unconstrained. Middle-aged and wealthy households act as if they have high psychological refinancing costs; but older, poorer, and less-educated households refinance with lower probability irrespective of incentives, thereby achieving lower savings. We use the model to understand frictions in the mortgage channel of monetary policy transmission.","2020","2023-11-28 15:51:41","2023-11-28 15:51:41","","3184-3230","","10","110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4BQXCUX","journalArticle","2018","Kim, Soyoung; Lim, Kuntae","Effects of monetary policy shocks on exchange rate in small open Economies","Journal of Macroeconomics","","","10.1016/j.jmacro.2018.04.008","","NA","2018","2023-11-28 15:51:42","2023-11-28 15:51:42","","324-339","","NA","56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PTRRAULS","journalArticle","2020","Di Maggio, Marco; Kermani, Amir; Majlesi, Kaveh","Stock Market Returns and Consumption","The Journal of Finance","","","10.1111/jofi.12968","","This paper employs Swedish data on households' stock holdings to investigate how consumption responds to changes in stock market returns. We instrument the actual capital gains and dividend payments with past portfolio weights. Unrealized capital gains lead to a marginal propensity to consume (MPC) of 23 percent for the bottom 50% of the wealth distribution and about 3 percent for the top 30% of the wealth distribution. Households’ consumption is significantly more responsive to dividend payouts across all parts of the wealth distribution. Our findings are consistent with households treating capital gains and dividends as separate sources of income.","2020","2023-11-28 15:51:42","2023-11-28 15:51:42","","3175-3219","","6","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84RYAPIQ","journalArticle","2013","Mertens, Karel; Ravn, Morten O.","The Dynamic Effects of Personal and Corporate Income Tax Changes in the United States","American Economic Review","","","10.1257/aer.103.4.1212","","This paper estimates the dynamic effects of changes in taxes in the United States. We distinguish between changes in personal and corporate income taxes and develop a new narrative account of federal tax liability changes in these two tax components. We develop an estimator which uses narratively identified tax changes as proxies for structural tax shocks and apply it to quarterly post-WWII data. We find that short run output effects of tax shocks are large and that it is important to distinguish between different types of taxes when considering their impact on the labor market and on expenditure components.","2013","2023-11-28 15:51:42","2023-11-28 15:51:42","","1212-1247","","4","103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52M9ABA9","journalArticle","2020","Bundick, Brent; Smith, A. Lee","The Dynamic Effects of Forward Guidance Shocks","The Review of Economics and Statistics","","","10.1162/rest_a_00856","","We examine the macroeconomic effects of forward guidance shocks at the zero lower bound. Empirically, we identify forward guidance shocks using unexpected changes in futures contracts around moneta...","2020","2023-11-28 15:51:42","2023-11-28 15:51:42","","946-965","","5","102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X45BLP3A","journalArticle","2018","Cieslak, Anna","Short-Rate Expectations and Unexpected Returns in Treasury Bonds","The Review of Financial Studies","","","10.1093/rfs/hhy051","","I document large and persistent errors in investors’ expectations about the short-term interest rate over the business cycle. The largest errors arise in economic downturns and during Fed easings when investors overestimate future short rates and, thus, underestimate future bond returns. At a one-year horizon, errors about the path of the real rate (as opposed to inflation) account for 80% of short-rate forecast error variance, with more than half of that number attributed to the Fed easing more aggressively than the public expected. Short-rate forecast errors induce ex post predictability of excess returns on Treasury bonds that is not due to time-varying risk premium. Received June 10, 2016; editorial decision February 1, 2018 by Editor Robin Greenwood. The author has furnished an Internet Appendix, which is available on the Oxford University Press Web site next to the link to the final published paper online.","2018","2023-11-28 15:51:42","2023-11-28 15:51:42","","3265-3306","","9","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEEV35VV","journalArticle","2019","Fagereng, Andreas; Holm, Martin Blomhoff; Moll, Benjamin; Natvik, Gisle James","Saving Behavior Across the Wealth Distribution: The Importance of Capital Gains","NA","","","10.3386/w26588","","Do wealthier households save a larger share of their incomes than poorer ones? We use Norwegian administrative panel data on income and wealth to answer this empirical question. The relation between saving rates and wealth crucially depends on whether saving includes capital gains. Saving rates net of capital gains (""net saving rates"") are approximately constant across the wealth distribution. However, saving rates including capital gains (""gross saving rates"") increase markedly with wealth. The proximate explanation is that wealthier households own assets that experience persistent capital gains which they hold onto instead of selling them off to consume (""saving by holding""). These joint patterns for net and gross saving rates challenge canonical models of household wealth accumulation. They are instead consistent with theories in which time-varying discount rates or portfolio adjustment frictions keep households from realizing capital gains. Between 1995 and 2015 Norway's aggregate wealth-to-income ratio rose from approximately 4 to 7. ""Saving by holding"" accounts for up to 80 percent of this increase.","2019","2023-11-28 15:51:42","2023-11-28 15:51:42","","NA-NA","","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S789WH9K","journalArticle","2020","Lunsford, Kurt G.","Policy Language and Information Effects in the Early Days of Federal Reserve Forward Guidance","American Economic Review","","","10.1257/aer.20181721","","I show that the nature of the Federal Open Market Committee's (FOMC's) forward guidance language shapes the private sector's responses to monetary policy statements. From February 2000 to June 2003, the FOMC only gave forward guidance about economic outlook risks, and a decrease in the expected federal funds rate path caused stock prices to fall, GDP growth forecasts to fall, and the unemployment rate to rise. From August 2003 to May 2006, the FOMC added forward guidance about policy inclinations, and a decrease in the expected federal funds rate path had the opposite effects. These results suggest that forward guidance that emphasizes economic outlook risks causes stronger information effects than forward guidance that emphasizes policy inclinations.","2020","2023-11-28 15:51:42","2023-11-28 15:51:42","","2899-2934","","9","110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2F5GG7J","journalArticle","2009","Woodford, Michael","Convergence in Macroeconomics: Elements of the New Synthesis","American Economic Journal: Macroeconomics","","","10.1257/mac.1.1.267","","While macroeconomics is often thought of as a deeply divided field, with less of a shared core and correspondingly less cumulative prog ress than other areas of economics, in fact, there are fewer funda mental disagreements among macroeconomists now than in past decades. This is due to important progress in resolving seemingly intractable debates. In this paper, I review some of those debates and outline important elements of the new synthesis in macroeco nomic theory. I discusses the extent to which the new developments in theory and research methods are already affecting macroeco nomic analysis in policy institutions. (JEL All, E00)","2009","2023-11-28 15:51:42","2023-11-28 15:51:42","","267-279","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25GEFBCY","journalArticle","1962","Fleming, J. Marcus","Domestic Financial Policies Under Fixed and Under Floating Exchange Rates","Staff Papers - International Monetary Fund","","","10.2307/3866091","","NA","1962","2023-11-28 15:51:42","2023-11-28 15:51:42","","369-380","","3","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMV28WAE","journalArticle","2018","Granziera, Eleonora; Moon, Hyungsik Roger; Schorfheide, Frank","Inference for VARs identified with sign restrictions","Quantitative Economics","","","10.3982/qe978","","There is a growing literature that partially identifies structural vector autoregressions (SVARs) by imposing sign restrictions to the responses of a subset of the endogenous variables to a particular structural shock (sign-restricted SVARs). To date, the methods that have been used are only justified from a Bayesian perspective. This paper develops methods of constructing error bands for impulse response functions of sign-restricted SVARs that are valid from a frequentist perspective. We also provide a comparison of frequentist and Bayesian error bands. (JEL: C1, C32)","2018","2023-11-28 15:51:42","2023-11-28 15:51:42","","1087-1121","","3","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MVVNV3BQ","journalArticle","2014","Swanson, Eric T.; Williams, John C.","Measuring the Effect of the Zero Lower Bound on Medium- and Longer-Term Interest Rates","American Economic Review","","","10.1257/aer.104.10.3154","","According to standard macroeconomic models, the zero lower bound greatly reduces the effectiveness of monetary policy and increases the efficacy of fiscal policy. However, private-sector decisions depend on the entire path of expected future short-term interest rates, not just the current short-term rate. Put differently, longer-term yields matter. We show how to measure the zero bound’s effects on yields of any maturity. Indeed, 1- and 2-year Treasury yields were surprisingly unconstrained throughout 2008 to 2010, suggesting that monetary and fiscal policy were about as effective as usual during this period. Only beginning in late 2011 did these yields become more constrained. (JEL E43, E52, E62)","2014","2023-11-28 15:51:43","2023-11-28 15:51:43","","3154-3185","","10","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMGEQSQA","journalArticle","2022","BIANCHI, FRANCESCO; LETTAU, MARTIN; LUDVIGSON, SYDNEY C.","Monetary Policy and Asset Valuation","The Journal of Finance","","","10.1111/jofi.13107","","<jats:title>ABSTRACT</jats:title><jats:p>We document large, longer term, joint regime shifts in asset valuations and the real federal funds rate‐ spread. To interpret these findings, we estimate a novel macrofinance model of monetary transmission and find that the documented regimes coincide with shifts in the parameters of a policy rule, with long‐term consequences for the real interest rate. Estimates imply that two‐thirds of the decline in the real interest rate since the early 1980s is attributable to regime changes in monetary policy. The model explains how infrequent changes in the stance of monetary policy can generate persistent changes in asset valuations and the equity premium.</jats:p>","2022","2023-11-28 15:51:43","2023-11-28 15:51:43","","967-1017","","2","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7IGWMG2P","journalArticle","2018","Kaplan, Greg; Moll, Benjamin; Violante, Giovanni L.","Monetary Policy According to HANK","American Economic Review","","","10.1257/aer.20160042","","We revisit the transmission mechanism from monetary policy to household consumption in a Heterogeneous Agent New Keynesian (HANK) model. The model yields empirically realistic distributions of wealth and marginal propensities to consume because of two features: uninsurable income shocks and multiple assets with different degrees of liquidity and different returns. In this environment, the indirect effects of an unexpected cut in interest rates, which operate through a general equilibrium increase in labor demand, far outweigh direct effects such as intertemporal substitution. This finding is in stark contrast to small- and medium-scale Representative Agent New Keynesian (RANK) economies, where the substitution channel drives virtually all of the transmission from interest rates to consumption. Failure of Ricardian equivalence implies that, in HANK models, the fiscal reaction to the monetary expansion is a key determinant of the overall size of the macroeconomic response.","2018","2023-11-28 15:51:43","2023-11-28 15:51:43","","697-743","","3","108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35X6RA9W","journalArticle","2021","Giacomini, Raffaella; Kitagawa, Toru","Robust Bayesian Inference for Set‐Identified Models","Econometrica","","","10.3982/ecta16773","","<jats:p>This paper reconciles the asymptotic disagreement between Bayesian and frequentist inference in set‐identified models by adopting a multiple‐prior (robust) Bayesian approach. We propose new tools for Bayesian inference in set‐identified models and show that they have a well‐defined posterior interpretation in finite samples and are asymptotically valid from the frequentist perspective. The main idea is to construct a prior class that removes the source of the disagreement: the need to specify an unrevisable prior for the structural parameter given the reduced‐form parameter. The corresponding class of posteriors can be summarized by reporting the ‘posterior lower and upper probabilities’ of a given event and/or the ‘set of posterior means’ and the associated ‘robust credible region’. We show that the set of posterior means is a consistent estimator of the true identified set and the robust credible region has the correct frequentist asymptotic coverage for the true identified set if it is convex. Otherwise, the method provides posterior inference about the convex hull of the identified set. For impulse‐response analysis in set‐identified Structural Vector Autoregressions, the new tools can be used to overcome or quantify the sensitivity of standard Bayesian inference to the choice of an unrevisable prior.</jats:p>","2021","2023-11-28 15:51:43","2023-11-28 15:51:43","","1519-1556","","4","89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27NJDTVU","journalArticle","2020","Kilian, Lutz; Zhou, Xiaoqing","Does drawing down the US Strategic Petroleum Reserve help stabilize oil prices","Journal of Applied Econometrics","","","10.1002/jae.2798","","We study the effects of releases from the US Strategic Petroleum Reserve (SPR) within the context of fully specified models of the global oil market that explicitly allow for storage demand as well as unanticipated changes in the SPR. We show that historically SPR policy interventions, defined as sequences of exogenous SPR shocks during selected periods, have helped stabilize the price of oil. Their effect on the price of oil, however, has been modest. For example, the cumulative effect of the SPR releases after the invasion of Kuwait in 1990 was a reduction of $2 per barrel in the real price of oil after 7 months. Whereas emergency drawdowns tend to lower the real price of oil, we find that exchanges tend to raise the real price of oil in the long run. We also provide a detailed analysis of the benefits of the 2018 White House proposal to sell off half of the SPR within the next decade. We show that the expected fiscal benefits of this plan are somewhat higher than the revenue of $16.6 billion dollars projected by the White House.","2020","2023-11-28 15:51:43","2023-11-28 15:51:43","","673-691","","6","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIUK2463","journalArticle","1978","Ljung, Greta M.; Box, George E. P.","On a measure of lack of fit in time series models","Biometrika","","","10.1093/biomet/65.2.297","","SUMMARY The overall test for lack of fit in autoregressive-moving average models proposed by Box & Pierce (1970) is considered. It is shown that a substantially improved approximation results from a simple modification of this test. Some consideration is given to the power of such tests and their robustness when the innovations are nonnormal. Similar modifications in the overall tests used for transfer function-noise models are proposed.","1978","2023-11-28 15:51:43","2023-11-28 15:51:43","","297-303","","2","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3BHGH4I","journalArticle","2018","Zeev, Nadav Ben","What can we learn about news shocks from the late 1990s and early 2000s boom-bust period?","Journal of Economic Dynamics and Control","","","10.1016/j.jedc.2017.12.003","","Abstract The major boom-bust period of 1997–2003 is commonly viewed as an expectations-driven episode in which overly optimistic expectations about information and communications technology were followed by their downward revision. This paper employs a novel approach to identifying the news shocks of this period that restricts the identified shock to have its maximal three-year moving average of realizations in the 1997–1999 boom period, followed by a negative average in the bust period. I provide robust evidence that this shock raises output, hours, investment, and consumption, and accounts for the majority of their business cycle variation.","2018","2023-11-28 15:51:43","2023-11-28 15:51:43","","94-105","","NA","87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
