record_id,label,key,item type,publication year,author,title,publication title,isbn,issn,doi,url,abstract note,date,date added,date modified,access date,pages,num pages,issue,volume,number of volumes,journal abbreviation,short title,series,series number,series text,series title,publisher,place,language,rights,type,archive,archive location,library catalog,call number,extra,notes,file attachments,link attachments,manual tags,automatic tags,editor,series editor,translator,contributor,attorney agent,book author,cast member,commenter,composer,cosponsor,counsel,interviewer,producer,recipient,reviewed author,scriptwriter,words by,guest,number,edition,running time,scale,medium,artwork size,filing date,application number,assignee,issuing authority,country,meeting name,conference name,court,references,reporter,legal status,priority numbers,programming language,version,system,code,code number,section,session,committee,history,legislative body,matches,included,exported_notes_1,asreview_ranking
9902,ref_10880,ZNHSZHY6,journalArticle,2011.0,"Bluedorn, John C.; Bowdler, Christopher",The open economy consequences of U.S. monetary policy,Journal of International Money and Finance,,0261-5606,10.1016/j.jimonfin.2010.11.001,https://www.sciencedirect.com/science/article/pii/S0261560610001282,"We consider the open economy consequences of U.S. monetary policy, extending the identification approach of Romer and Romer (2004) and adapting it for use with asset prices. Intended policy changes are orthogonalized against the economy’s expected future path, which captures any effects from open economy variables. Estimated from a set of bilateral VARs, the dynamic responses of the exchange rate, foreign interest rate, and foreign output are consistent with recent work that identifies U.S. policy via futures market changes and a priori impulse response bounds. We compare the two approaches, finding important commonalities. We also outline some advantages of our approach.",2011-03-01,2023-03-16 15:48:17,2023-03-16 15:48:17,1678463236.0,309-336,,2,30,,Journal of International Money and Finance,,,,,,,,en,,,,,ScienceDirect,,,,,,Interest rate pass-through; Exchange rate adjustment; Open economy monetary policy identification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10364,1,221,1135
9921,ref_10903,XVNDE4HU,journalArticle,2008.0,"Bjørnland, Hilde C.",Monetary Policy and Exchange Rate Interactions in a Small Open Economy,The Scandinavian Journal of Economics,,1467-9442,10.1111/j.1467-9442.2008.00532.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9442.2008.00532.x,"The transmission mechanisms of monetary policy in a small open economy like Norway are analysed through structural VARs, with special emphasis on the interdependence between monetary policy and exchange rate movements. By imposing a long-run neutrality restriction on the real exchange rate, thereby allowing the interest rate and the exchange rate to react simultaneously to news, I find considerable interdependence between monetary policy and the exchange rate. In particular, following a contractionary monetary policy shock, the real exchange rate immediately appreciates, after which it gradually depreciates back to the baseline. The results are found to be consistent with findings from an “event study”.",2008,2023-03-16 15:48:25,2023-03-16 15:48:25,1678463529.0,197-221,,1,110,,,,,,,,,,en,,,,,Wiley Online Library,,,,,,E52; monetary policy; C32; VAR; event study; identification; F41; F31; open economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10387,1,222,1136
1866,ref_01893,WH277T6P,journalArticle,2013.0,"Bhuiyan, Rokon",Inflationary Expectations and Monetary Policy: Evidence from Bangladesh,Empirical Economics,,03777332,10.1007/s00181-012-0595-z,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1373208&site=ehost-live,"This article first estimates inflationary expectations using a Blanchard-Quah VAR model by decomposing the nominal interest rate into expected inflation and the ex ante real interest rate. Then I utilize this expected inflation along with other macroeconomic variables as inputs to the monetary policy function in a recursive VAR model to identify exogenous policy shocks. To calculate inflationary expectations, I assume that ex ante real interest rate shocks do not have a long-run effect on the nominal interest rate. This article finds that the public expects lower inflation for the future during periods of high inflation. Estimated results from the recursive VAR suggest that a contractionary policy shock increases the real interest rate, appreciates domestic currency, and lowers inflationary expectations and industrial output. However, I find a lagged policy response from Bangladesh Bank to higher inflationary expectations.",2013-06,2023-02-13 13:35:28,2023-02-13 13:35:28,,1155-1169,,Query date: 2023-02-07 14:26:29,44,,Empirical Economics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Inflation; Deflation E31; Interest Rates: Determination, Term Structure, and Effects E43; Monetary Policy E52; Price Level; Expectations; Speculations D84; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816,1,221,1137
9097,ref_09932,VJM2MND9,journalArticle,2012.0,"Kose, Nezir; Emirmahmutoglu, Furkan; Aksoy, Sezgin",The interest rate–inflation relationship under an inflation targeting regime: The case of Turkey,Journal of Asian Economics,,1049-0078,10.1016/j.asieco.2012.03.001,https://www.sciencedirect.com/science/article/pii/S1049007812000358,"This paper examines the relationship between nominal interest rates and the expected inflation rate for the Turkish economy between 2002 and 2009, a period when the inflation-targeting regime was implemented as monetary policy. We use the test of cointegrating rank with a trend-break (a method introduced by Inoue, 1999) and we also apply exogeneity tests. Empirical findings indicate that monetary policy rates depend on inflationary expectations; long-term interest rates are affected by monetary policy; and the weak form of the Fisher effect is valid. This evidence implies that monetary policy has actually influenced the real long-term interest rates; the inflation targeting regime pursued by the Central Bank of Turkey is reliable; and hence realized inflation has remained close to its targeted level.",2012-08-01,2023-03-16 15:44:54,2023-03-16 15:44:54,1678368223.0,476-485,,4,23,,Journal of Asian Economics,The interest rate–inflation relationship under an inflation targeting regime,,,,,,,en,,,,,ScienceDirect,,,,,,Inflation targeting; Term structure of interest rates; Fisher effect; Cointegration with breaks; Exogeneity test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9456,1,221,1138
1884,ref_01911,LN99QWKE,journalArticle,2017.0,"Binner, Jane M.; Kelly, Iogan J.",Modelling Money Shocks in a Small Open Economy: The Case of Taiwan,Manchester School,,14636786,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1820964&site=ehost-live,"This paper explores the relevance of the Divisia monetary aggregate in Taiwan over the period January, 1985 through to June, 2016. We apply a block recursive structural Vector Autoregressive (VAR) approach that is adapted to a small open economy by adding the New Taiwan Dollar/US Dollar exchange rate to the block of economic activity indicators. We test the hypothesis that measures of money constructed using the Divisia index number formulation are superior indicators of monetary conditions when compared to the central bank's main policy rate, the Taiwanese discount rate. We find that using properly measured monetary data solves short-run price, output and exchange rate puzzles and leads to sensible long-run impulse responses to monetary shocks. Future work on the optimization of the construction of the Divisia index number formulation is recommended.",2017,2023-02-13 13:35:29,2023-02-13 13:35:29,,104-120,,,85,,Manchester School,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Foreign Exchange F31; Monetary Policy E52; Open Economy Macroeconomics F41; Credit; Money Multipliers E51; Money Supply; Central Banks and Their Policies E58; Index Numbers and Aggregation; Leading indicators C43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834,1,111,1139
624,ref_00549,DP4FJIGZ,journalArticle,2019.0,"Capistran, Carlos; Chiquiar, Daniel; Hernandez, Juan R.",Identifying Dornbusch's Exchange Rate Overshooting with Structural VECs: Evidence from Mexico,International Journal of Central Banking,,18154654,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1818908&site=ehost-live,"We propose an approach where, by imposing a rich longrun structure to a structural vector error-correction model (SVEC), we find a response of the exchange rate to monetary policy shocks consistent with Dornbusch's exchange rate overshooting hypothesis in data from Mexico. The model accommodates long-run theoretical relationships on macroeconomic variables (a purchasing power parity, an uncovered interest parity, a money demand, and a relationship between domestic and U.S. output). We identify, estimate, and test the long-run relationships using an ARDL methodology. We then impose a recursiveness assumption on the SVEC to identify the response of domestic variables to a monetary policy shock.",2019-12,2023-02-13 13:34:34,2023-02-13 13:34:34,,207-254,,5,15,,International Journal of Central Banking,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Foreign Exchange F31; Interest Rates: Determination, Term Structure, and Effects E43; Macroeconomics: Production E23; Monetary Policy E52; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23; Demand for Money E41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,1,222,1140
10550,ref_11610,YE5Z6Y5J,bookSection,2006.0,"Dolado, Juan J.; María-Dolores, Ramón",Chapter 12 State Asymmetries in the Effects of Monetary Policy Shocks on Output: Some New Evidence for the Euro-Area,Contributions to Economic Analysis,,,,https://www.sciencedirect.com/science/article/pii/S0573855505760120,"In this chapter, we provide some empirical evidence on whether the effects of monetary policy shocks on real output growth in the Euro-area depend upon the phase of the business cycle that the economy was undergoing (the so-called state asymmetries). To do so, we follow a two-step procedure: (i) first, we derive short-term interest rate shocks from a Taylor rule, which accounts for a nonlinearity in the interest-rate setting behaviour of the central bank, and (ii) next, we apply a multivariate version of Hamilton Econometrica, vol. 57, pp. 357–384 (1989)'s Markov Switching methodology to allow for different effects of interest-rate shocks on real output growth in periods of high and low growth. Our findings provide some support for the presence of this type of asymmetries, whereby interest rate shocks have larger effects in recessions than in expansions.",2006-01-01,2023-03-27 11:49:38,2023-03-27 11:49:38,1679917778.0,311-331,,,276,,,Chapter 12 State Asymmetries in the Effects of Monetary Policy Shocks on Output,Nonlinear Time Series Analysis of Business Cycles,,,,Elsevier,,en,,,,,ScienceDirect,,DOI: 10.1016/S0573-8555(05)76012-0,,C:\Users\Enzinger\Zotero\storage\BPLM8YWQ\S0573855505760120.html,,,,"Milas, Costas; Rothman, Philip; van Dijk, Dick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11059,1,111,1141
9591,ref_10505,2NWTRJFF,journalArticle,,"Pétursson, Thórarinn G",The transmission mechanism of monetary policy,,,,,,"The Central Bank of Iceland bases its monetary policy on setting its interest rate in transactions with other financial institutions in the money market, in order to affect the behaviour of individuals and firms, thereby keeping aggregate demand in line with its growth potential and maintaining inflation expectations which are consistent with the Bank’s 2½% inflation target. The process through which monetary policy decisions affect aggregate demand in the economy, inflation expectations and the inflation rate is generally known as the monetary policy transmission mechanism. This paper discusses this process and the lags from monetary policy decisions to its effect on the economy. The findings suggest that Central Bank of Iceland monetary policy changes are in general first transmitted to domestic demand after roughly half a year, with a peak effect after one year. Policy first affects inflation after a year, with a peak effect about 1½ years after the interest rate rise. In the long run, however, monetary policy has no effects on the real economy. Broadly speaking this is consistent with other countries’experience. It should be underlined that the transmission mechanism is a complex process which may alter from one time to another.",,2023-03-16 15:47:21,2023-03-16 15:47:21,,,,,,,,,,,,,,,en,,,,,Zotero,,,,,https://cb.is/library/Skraarsafn---EN/FromOldWeb/Acrobat-(PDF)/MB014_7.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,1,121,1142
574,ref_00494,62JCPSWC,journalArticle,2017.0,"Bi, Yujiang; Anwar, Sajid",US Monetary Policy Shocks and the Chinese Economy: A GVAR Approach,Applied Economics Letters,,13504851,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1646242&site=ehost-live,"Using a global vector auto regressive (GVAR) methodology, this article examines the impact of US monetary policy shocks on China's major macroeconomic indicators. Our analysis reveals that a positive shock to the US money supply growth rate initially increases China's inflation rate but after some time this effect completely disappears. This shock also raises China's short-term interest rate and the Chinese currency appreciates against the US dollar. A positive shock to the US short-term interest rate increases China's short-term interest rate but the real output growth and inflation rates decline and the Chinese currency appreciates.",2017-05,2023-02-13 13:34:32,2023-02-13 13:34:32,,553-558,,7-9,24,,Applied Economics Letters,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Inflation; Deflation E31; Interest Rates: Determination, Term Structure, and Effects E43; Macroeconomics: Production E23; Monetary Policy E52; Price Level; Macroeconomic Analyses of Economic Development O11; International Policy Coordination and Transmission F42; Inflation P24; Money; Socialist Systems and Transitional Economies: National Income, Product, and Expenditure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,1,122,1143
6398,ref_06753,RVPNMC49,journalArticle,2014.0,"Kilinc, Mustafa; Tunc, Cengiz",Identification of Monetary Policy Shocks in Turkey: A Structural VAR Approach,Working Papers,,,,https://ideas.repec.org//p/tcb/wpaper/1423.html,"This paper tries to identify the monetary policy shocks in Turkey during the explicit inflation targeting period starting from 2006 using a structural VAR approach. We model Turkey as a small open economy where domestic variables are affected by external factors like commodity prices and global demand but domestic variables do not affect external variables. We analyze the effects of four shocks on Turkish economy: two domestic shocks of interest rates and risk premium, and two external shocks of commodity prices and global demand. All shocks are found to have significant effects on main economic variables. Positive interest rate shocks appreciate the domestic currency and decrease the inflation whereas positive risk premium shocks cause a depreciation and an increase in inflation. Both of these shocks also cause a decrease in the domestic activity. Being an open and internationally integrated economy, Turkey is significantly affected by global shocks. A positive global demand innovation leads to an increase in global commodity prices, which together increase both the level of prices and economic activity in Turkey. Positive commodity price shocks also increase the inflation in Turkey.",2014,2023-03-16 15:32:45,2023-03-16 15:32:45,1677092150.0,,,,,,,Identification of Monetary Policy Shocks in Turkey,,,,,,,en,,,,,ideas.repec.org,,,,,,Monetary Policy; Interest Rates; Risk Premium; Small Open Economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6367,1,111,1144
757,ref_00689,NAAGRSUU,journalArticle,2019.0,"Vicondoa, Alejandro",Monetary News in the United States and Business Cycles in Emerging Economies,Journal of International Economics,,00221996,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1764417&site=ehost-live,"This paper identifies anticipated (news) and unanticipated (surprise) shocks to the U.S. Fed Funds rate using Fed Funds futures contracts, and assesses their propagation to emerging economies. Anticipated shocks are identified as the expected change in the Fed Funds rate orthogonal to expected U.S. business cycle conditions while unanticipated shocks are the one-step ahead forecast error. Anticipated shocks explain around half of the narrative series of U.S. monetary policy shocks. To identify the effects of both shocks, I estimate a Panel VAR using a sample of emerging economies. An anticipated 25 basis points contractionary U.S. interest rate shock induces a fall of 0.5% in GDP from its trend two quarters before the shock materializes. Both anticipated and unanticipated changes in the U.S. interest rate cause significant and quantitatively similar effects. The increase of the U.S. BAA corporate spread in response to both shocks significantly exacerbates the response of emerging economies. After accounting for anticipation, U.S. interest rate shocks explain 14% of business cycle fluctuations in emerging economies.",2019-03,2023-02-13 13:34:40,2023-02-13 13:34:40,,79-90,,,117,,Journal of International Economics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Business Fluctuations; Cycles E32; Interest Rates: Determination, Term Structure, and Effects E43; Monetary Policy E52; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,1,122,1145
9561,ref_10464,9TKKSIVR,journalArticle,2007.0,"Berument, Hakan",Measuring monetary policy for a small open economy: Turkey,Journal of Macroeconomics,,0164-0704,10.1016/j.jmacro.2006.02.001,https://www.sciencedirect.com/science/article/pii/S0164070407000122,"This paper proposes a measure to assess the monetary policy for a highly inflationary small open economy: Turkey. The empirical evidence suggests that positive innovations in the spread between the Central Bank’s interbank interest rate and the depreciation rate of the local currency mimic the properties of the tight monetary policy. These innovations, when they are positive, decrease income and prices, and appreciate the local currency. For prices and the exchange rate, the effects are permanent; but for income the effect is transitory.",2007-06-01,2023-03-16 15:47:19,2023-03-16 15:47:19,1678449406.0,411-430,,2,29,,Journal of Macroeconomics,Measuring monetary policy for a small open economy,,,,,,,en,,,,,ScienceDirect,,,,,,Monetary Policy; Interest rate spreads; Small open economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9963,1,221,1146
998,ref_00950,CVV46BQN,journalArticle,2013.0,"Sousa, Joao; Gameiro, Isabel Marques",The Balance Sheet Channel in a Small Open Economy in a Monetary Union,International Journal of Finance and Economics,,10769307,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1388851&site=ehost-live,"This paper uses a two-country VAR approach to study the transmission of monetary policy shocks in Portugal, focusing in particular on the financial decisions of households, corporations (financial/non-financial), the government and the rest of the world. We find that a monetary policy shock has a contractionary effect on economic activity and increases the financing needs of households and non-financial corporations. The financial sector plays an important role, supplying the necessary funds to these sectors and thus facilitating their adjustment to the shock. We do not find much evidence of a significant systematic behaviour of the government or the rest of the world in response to monetary policy shocks.",2013-07,2023-02-13 13:34:51,2023-02-13 13:34:51,,278-292,,3,18,,International Journal of Finance and Economics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Business Fluctuations; Cycles E32; Monetary Policy E52; International Monetary Arrangements and Institutions F33; Open Economy Macroeconomics F41; Financial Markets and the Macroeconomy E44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927,1,221,1147
7804,ref_08394,ETQQSLL5,journalArticle,2022.0,"Magwedere, Margaret Rutendo; Marozva, Godfrey",Monetary Policy and Inequality Links: Should Central Banks be Concerned?,Global Business Review,,0972-1509,10.1177/09721509221115227,https://doi.org/10.1177/09721509221115227,"In this article, the link between monetary policy and inequality is investigated using the vector auto regression based impulse response functions. The study was motivated by persistent high income inequality in South Africa and the COVID-19 pandemic has renewed the debate on the links between monetary policy and inequality. South African annual time series data from 1990 to 2021 was used to examine the relationship between monetary policy and inequality. The impulse response functions show that the overall income distribution is briefly improved following a monetary policy shock. The findings suggest a fluctuating effect of monetary policy on inequality of which after period six a shock to monetary policy has no effect to inequality since the relationship reaches a stable state. The policy implication is the countercyclical use of monetary policy to reduce inequality is only effective in the early phases and in the long term the effect of monetary policy on inequality is reduced. The policy suggestion is that monetary policy alone cannot tackle inequality in an economy with other structural challenges that are outside of the monetary system. Hence policy coordination between monetary policy and fiscal policy is essential.",2022-08-31,2023-03-16 15:39:29,2023-03-16 15:39:29,1678273928.0,09721509221115227,,,,,,Monetary Policy and Inequality Links,,,,,,,en,,,,,SAGE Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7967,1,222,1148
6433,ref_06796,2CSKIY3M,journalArticle,2010.0,"Gameiro, Isabel; Sousa, João",Monetary Policy Effects: Evidence from the Portuguese Flow of Funds,Working Papers,,,,https://ideas.repec.org//p/ptu/wpaper/w201014.html,"This paper uses a VAR approach to study the transmission of monetary policy shocks in Portugal, focusing in particular on the financial decisions of households, corporations (financial/non-financial), the government and the rest of the world. We confirm that, in many ways, households and firms react in a similar way as found in other countries, with evidence that the monetary policy shock has a contractionary effect on economic activity and increases the financing needs of households and non-financial corporations. We also find evidence that the financial sector plays an important role, supplying the necessary funds to these sectors. We do not find much evidence of a significant systematic behaviour of the government or the rest of the world.",2010,2023-03-16 15:32:48,2023-03-16 15:32:48,1677092724.0,,,,,,,Monetary Policy Effects,,,,,,,en,,,,,ideas.repec.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6410,1,221,1149
619,ref_00543,BATUQMMR,journalArticle,2020.0,"Murgia, Lucia M.",The Effect of Monetary Policy Shocks on Macroeconomic Variables: Evidence from the Eurozone,Economics Letters,,01651765,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1831450&site=ehost-live,"This paper investigates how European Central Bank (ECB) monetary policy shocks impact industrial production (output) and inflation (prices). I gather a novel dataset of macroeconomic forecasts, and using a narrative approach, I construct a new measure of monetary policy shocks. Industrial production responds to an unpredictable positive monetary policy shock of 100 basis points with a decline of over 0.5 percent. On the contrary, inflation responds weakly with a very modest decrease of 0.05 percent.",2020-01,2023-02-13 13:34:34,2023-02-13 13:34:34,,,,Query date: 2023-02-07 14:26:29,186,,Economics Letters,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Inflation; Deflation E31; Macroeconomics: Production E23; Monetary Policy E52; Price Level; International Monetary Arrangements and Institutions F33; Macroeconomic Issues of Monetary Unions F45; Central Banks and Their Policies E58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,1,111,1150
2505,ref_02551,99BLX8VG,journalArticle,2018.0,"Yim, Geunhyung",International Transmission of the US Interest Rate Policy Shocks: Multi-country Model Analysis Using FAVAR,Seoul Journal of Economics,,12250279,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1758560&site=ehost-live,"This study analyzes the international transmission of US interest rate hikes using the factor-augmented autoregression model. To achieve this purpose, this study first identifies the shocks that result from the US interest rate policies and analyzes how these shocks impact the outputs and prices in 22 countries. The shocks from the US interest rate hikes are determined to generally decrease the outputs and prices in the countries analyzed in this study. However, the current study's analysis of the period after the global financial crisis determines that the spillover effect on price is inaccurately measured. Meanwhile, the expenditure-switching effect, which refers to the appreciation of the US dollar following an interest rate hike leading to depreciation in other currencies, thereby improving trade balance, is not considerably large. That is, the income-absorption effect (i.e., decrease in US imports owing to reduced domestic demand) or increase in world interest rate appears stronger than the expenditure-switching effect. Results suggest that the normalization of the US interest rate policy may be a factor that impedes the recovery of the global economy.",2018,2023-02-13 13:35:55,2023-02-13 13:35:55,,401-447,,4,31,,Seoul Journal of Economics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Interest Rates: Determination, Term Structure, and Effects E43; Monetary Policy E52; International Policy Coordination and Transmission F42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457,1,122,1151
9387,ref_10259,UCEST5IH,journalArticle,2009.0,"Bjørnland, Hilde C.",Monetary policy and exchange rate overshooting: Dornbusch was right after all,Journal of International Economics,,0022-1996,10.1016/j.jinteco.2009.06.003,https://www.sciencedirect.com/science/article/pii/S0022199609000841,"Dornbusch's exchange rate overshooting hypothesis is a central building block in international macroeconomics. Yet, empirical studies of monetary policy have typically found exchange rate effects that are inconsistent with overshooting. This puzzling result has been viewed by some researchers as a “stylized fact” to be reckoned with in policy modelling. However, many of these studies, in particular those using vector autoregressive (VARs) approaches, have disregarded the strong contemporaneous interaction between monetary policy and exchange rate movements by placing zero restrictions on them. In contrast, we achieve identification by imposing a long-run neutrality restriction on the real exchange rate, thereby allowing for contemporaneous interaction between the interest rate and the exchange rate. In a study of four open economies, we find that the puzzles disappear. In particular, a contractionary monetary policy shock has a strong effect on the exchange rate, which appreciates on impact. The maximum effect occurs within 1–2 quarters, and the exchange rate thereafter gradually depreciates to baseline, consistent with the Dornbusch overshooting hypothesis and with few exceptions consistent with uncovered interest parity (UIP).",2009-09-01,2023-03-16 15:45:59,2023-03-16 15:45:59,1678446060.0,64-77,,1,79,,Journal of International Economics,Monetary policy and exchange rate overshooting,,,,,,,en,,,,,ScienceDirect,,,,,,Monetary policy; Exchange rate; Dornbusch overshooting; Structural vector autoregressive (VAR); Uncovered interest parity (UIP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9772,1,222,1152
10209,ref_11229,I8K5NFZL,journalArticle,2020.0,"Ca’ Zorzi, Michele; Dedola, Luca; Georgiadis, Georgios; Jarocinski, Marek; Stracca, Livio; Strasser, Georg",Monetary Policy and its Transmission in a Globalised World,,,,10.2139/ssrn.3599928,https://papers.ssrn.com/abstract=3599928,"This paper estimates and compares the international transmission of European Central Bank (ECB) and Federal Reserve System monetary policy in a unified and methodologically consistent framework. It identifies pure monetary policy shocks by purging them of the bias stemming from contemporaneous central bank information effects. The results suggest that there is a hierarchy in the global spillovers from ECB and Federal Reserve monetary policy: while the spillovers to consumer prices are relatively small in both directions, Federal Reserve monetary policy shocks have a larger impact on euro area financial markets and real activity. Federal Reserve monetary policy also has a significantly larger impact than ECB monetary policy on real and financial variables in the rest of the world.",2020-05,2023-03-16 15:49:14,2023-03-16 15:49:14,1678492800.0,,,,,,,,,,,,,,en,,,,,Social Science Research Network,,"Place: Rochester, NY",,,,monetary policy shocks; monetary policy spillovers; international monetary policy coordination; international shock transmission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10698,1,222,1153
10615,ref_11689,HS79DJQZ,journalArticle,2008.0,"Scholl, Almuth; Uhlig, Harald",New evidence on the puzzles: Results from agnostic identification on monetary policy and exchange rates,Journal of International Economics,,0022-1996,10.1016/j.jinteco.2008.02.005,https://www.sciencedirect.com/science/article/pii/S0022199608000238,"Past empirical research on monetary policy in open economies has found evidence of the ‘delayed overshooting puzzle’ and the ‘forward discount puzzle’. We revisit the effects of monetary policy on exchange rates by applying Uhlig's [Uhlig, H., 2005a. What are the effects of monetary policy on output? Results from an agnostic identification procedure. Journal of Monetary Economics 52(2), 381–419.] identification procedure that involves sign restrictions on the impulse responses of selected variables. In a first step, we leave the response of the exchange rate agnostically open and find sizeable evidence for both puzzles. In a second step, we additionally rule out the delayed overshooting by construction. Our results indicate that the forward discount puzzle is robust even without delayed overshooting.",2008-09-01,2023-03-27 14:47:47,2023-03-27 14:47:47,1678549859.0,1-13,,1,76,,Journal of International Economics,New evidence on the puzzles,,,,,,,en,,,,,ScienceDirect,,,,,,Monetary policy; Exchange rates; Vector autoregressions; Delayed overshooting; Agnostic identification; Forward discount puzzle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11133,1,222,1154
8842,ref_09632,2T2AAJMU,journalArticle,2014.0,"de Waal, Annari; van Eyden, Reneé",Monetary policy and inflation in South Africa: A VECM augmented with foreign variables,South African Journal of Economics,,1813-6982,10.1111/saje.12027,https://onlinelibrary.wiley.com/doi/abs/10.1111/saje.12027,"We develop a structural cointegrated vector autoregressive (VAR) model with weakly exogenous foreign variables, known as an augmented VECM or VECX*, suitable for a small open economy like South Africa. This model is novel for South Africa in two ways: it is the first VECX* developed to analyse monetary policy and the first model that uses time-varying trade weights to create the foreign series. We impose three significant long-run relations (augmented purchasing power parity, uncovered interest parity and Fisher parity) to investigate the effect of a monetary policy shock on inflation. The results suggest the effective transmission of monetary policy.",2014,2023-03-16 15:44:04,2023-03-16 15:44:04,1678314618.0,117-140,,1,82,,,Monetary policy and inflation in South Africa,,,,,,,en,,,,,Wiley Online Library,,,,,,E52; monetary policy; augmented VECM; C50; South Africa; structural cointegrated vector autoregressive model; VECX*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,1,221,1155
9611,ref_10527,239CUCWA,report,2013.0,"Svensson, Emma",Regional Effects of Monetary Policy in Sweden,,,,,https://www.econstor.eu/handle/10419/260036,"This paper investigates the effects on employment in 21 Swedish regions of a monetary policy shock using a VAR model with exogenous foreign variables for the 1993:1-2007:4 period. The regional impulse responses clearly indicate asymmetric effects in which employment falls significantly in some regions, while not changing significantly in others. These differences seem to stem from the interest and exchange rate channel, whereby regions with larger shares of employment in the goods sector and higher export intensity are adversely affected. In addition, there is one group of regions that, surprisingly, see increased employment in response to the same policy shock.",2013,2023-03-16 15:47:32,2023-03-16 15:47:32,1678460130.0,,,,,,,,,,,,Working Paper,,eng,,Working Paper,,,www.econstor.eu,,,,,,,,,,,,,,,,,,,,,,,,,,2012:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,10023,1,222,1156
7560,ref_08114,Y26SJ5ZB,journalArticle,2016.0,"Herianingrum, Sri; Syapriatama, Imronjana",Dual Monetary System and Macroeconomic Performance in Indonesia,Jurnal Ekonomi Syariah Al-Iqtishad,,2087-135X,,http://journal.uinjkt.ac.id/index.php/iqtishad/issue/view/299,"This research aims to evaluate the impact of dual monetary policy shock on macroeconomic indicators of Indonesia: growth and inflation. In addition, this study will also examine whether conventional monetary policy has a particular impact upon Islamic banking sector. This research apply VAR (vector auto regressive) method on monthly data from Bank Of Indonesia during the period of January 2010 to December 2013. The result of IRF explain that the interest rate channel find the hard way to accomplished the macroeconomic goals while the Islamic monetary instrument indicates the potential growth of output and hold the inflation low. The result of VDC describes that the Islamic instrument still affected by conventional monetary policy because of slow development in Islamic monetary system.",2016-01,2023-03-16 15:38:11,2023-03-16 15:38:11,1678205374.0,65-80,,1,8,,,,,,,,,,en,,,,,repository.unair.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7696,1,221,1157
